Unit Type,Number,DATE,Situation,Type_D,Weight_D,Weight_ND,Type_ND,CU_KIND,Fraction_Division,ORIG_FID,POINT_X,POINT_Y
PzDiv,17,8/12/1941 0:00,0,PZR,5,,,1,,404,32.75112065,54.62236079
PzDiv,17,8/14/1941 0:00,0,PZR,5,,,1,,361,32.94634394,53.95759808
PzDiv,17,8/18/1941 0:00,1,PZR,5,,,1,,127,32.81035526,53.14681036
PzDiv,17,8/20/1941 0:00,1,PZR,,1,FWD DET,0,,323,32.80815473,53.10873238
PzDiv,17,8/20/1941 0:00,1,PZR,,1,FWD DET,0,,324,33.34550424,52.95557619
PzDiv,17,8/21/1941 0:00,1,PZR,,1,FWD DET,0,,221,32.81317201,53.12454257
PzDiv,17,8/23/1941 0:00,1,PZR,,1,FWD DET,0,,331,32.82539762,53.1194138
PzDiv,17,8/24/1941 0:00,1,PZR,,1,FWD DET,0,,157,32.82547951,53.10993048
PzDiv,17,8/24/1941 0:00,0,PZR,,1,FWD DET,0,,159,33.5513793,53.128368
PzDiv,18,7/11/1941 0:00,1,PZR,5,,,1,,247,30.12897395,54.36663359
PzDiv,18,7/13/1941 0:00,1,PZR,5,,,1,,146,30.77815463,54.43034076
PzDiv,18,7/15/1941 0:00,1,PZR,5,,,1,,264,31.41143384,54.65074771
PzDiv,18,7/16/1941 0:00,0,PZR,5,,,1,,389,31.47677353,54.66621236
PzDiv,18,7/17/1941 0:00,1,PZR,5,,,1,,101,31.50772164,54.67951334
PzDiv,18,7/19/1941 0:00,1,PZR,5,,,1,,403,31.42430879,54.67931534
PzDiv,18,7/20/1941 0:00,0,PZR,5,,,1,,344,31.48906799,54.65772847
PzDiv,18,7/22/1941 0:00,0,PZR,5,,,1,,381,31.44481885,54.62479873
PzDiv,18,7/26/1941 0:00,0,PZR,5,,,1,,417,32.72964069,54.3188024
PzDiv,18,7/27/1941 0:00,0,PZR,5,,,1,,919,32.64667215,54.26354359
PzDiv,18,7/29/1941 0:00,0,PZR,5,,,1,,450,32.42882049,54.45987299
PzDiv,18,7/30/1941 0:00,0,PZR,5,,,1,,389,32.44458863,54.45897699
PzDiv,18,8/1/1941 0:00,0,PZR,5,,,1,,327,32.44118133,54.483149
PzDiv,18,8/2/1941 0:00,0,PZR,5,,,1,,433,32.39421731,54.45977404
PzDiv,18,8/4/1941 0:00,0,PZR,5,,,1,,447,32.54992964,54.31654197
PzDiv,18,8/4/1941 0:00,1,PZR,5,,,1,,205,32.53017699,54.48721591
PzDiv,18,8/6/1941 0:00,0,PZR,5,,,1,,395,32.42162558,54.43357267
PzDiv,18,8/10/1941 0:00,0,PZR,5,,,1,,323,32.47405998,54.43963447
PzDiv,18,8/12/1941 0:00,0,PZR,5,,,1,,402,32.47657067,54.45652976
PzDiv,18,8/14/1941 0:00,0,PZR,5,,,1,,360,32.63069879,54.50922312
PzDiv,18,8/18/1941 0:00,0,PZR,5,,<Null>,1,,291,32.873464,53.9030977
PzDiv,18,8/18/1941 0:00,0,PZR,5,,,1,,130,33.22646133,53.9087499
PzDiv,18,8/18/1941 0:00,0,PZR,5,,,1,,131,33.22580053,54.01637553
PzDiv,18,8/20/1941 0:00,0,PZR,5,,,1,,327,33.33296388,53.91305548
PzDiv,18,8/20/1941 0:00,0,PZR,5,,,1,,411,32.90183083,53.85968902
PzDiv,18,8/21/1941 0:00,0,PZR,5,,,1,,367,32.89277302,53.87655273
PzDiv,18,8/21/1941 0:00,1,PZR,,1,FWD DET,0,,224,33.20646703,53.26298079
PzDiv,18,8/23/1941 0:00,1,PZR,,1,FWD DET,0,,333,33.21896317,53.25906164
PzDiv,18,8/23/1941 0:00,0,PZR,5,,,1,,335,33.25371823,54.00065975
PzDiv,18,8/23/1941 0:00,0,PZR,5,,,1,,419,32.90218287,53.87307232
PzDiv,18,8/24/1941 0:00,0,PZR,5,,,1,,340,32.89996509,53.86512317
PzDiv,18,8/24/1941 0:00,1,PZR,,1,FWD DET,0,,160,33.21026775,53.25730146
PzDiv,19,7/11/1941 0:00,0,PZR,5,,,1,,235,28.48767449,55.742753
PzDiv,19,7/12/1941 0:00,0,PZR,5,,,1,,371,28.5433666,55.76731211
PzDiv,19,7/13/1941 0:00,0,PZR,5,,,1,,154,28.75477062,55.75382489
PzDiv,19,7/15/1941 0:00,1,PZR,5,,,1,,253,29.77465423,55.99397065
PzDiv,19,7/16/1941 0:00,1,PZR,5,,,1,,379,29.82785257,55.98031224
PzDiv,19,7/17/1941 0:00,1,PZR,,1,FWD DET,0,,109,30.47277941,56.14519757
PzDiv,19,7/17/1941 0:00,1,PZR,5,,,1,,91,29.844339,55.94146525
PzDiv,19,7/19/1941 0:00,1,PZR,,1,FWD DET,0,,402,30.45423398,56.13000887
PzDiv,19,7/19/1941 0:00,1,PZR,,1,FWD DET,0,,411,30.48249821,56.36901357
PzDiv,19,7/20/1941 0:00,0,PZR,,2,Masse,0,,348,30.35798417,56.13047429
PzDiv,19,7/20/1941 0:00,1,PZR,,1,FWD DET,0,,183,30.52033843,56.37237268
PzDiv,19,7/22/1941 0:00,0,PZR,5,,,1,,386,30.94777047,55.66908019
PzDiv,19,7/24/1941 0:00,1,PZR,,1,FWD DET,0,,89,32.11952296,55.8501786
PzDiv,19,7/24/1941 0:00,1,PZR,,2,Masse,0,,90,31.76403463,56.01041755
PzDiv,19,7/26/1941 0:00,1,PZR,,1,FWD DET,0,,426,32.73087132,55.66365439
PzDiv,19,7/27/1941 0:00,0,PZR,5,,,1,,196,32.75377992,55.61258571
PzDiv,19,7/27/1941 0:00,0,PZR,5,,,1,,197,32.74099392,55.7015726
PzDiv,19,7/29/1941 0:00,0,PZR,5,,,1,,443,32.74679568,55.67546166
PzDiv,19,7/30/1941 0:00,0,PZR,5,,,1,,297,32.75385186,55.65193051
PzDiv,19,8/1/1941 0:00,0,PZR,5,,,1,,113,32.7440469,55.63348942
PzDiv,19,8/2/1941 0:00,0,PZR,5,,,1,,355,32.69370947,55.60860916
PzDiv,19,8/4/1941 0:00,1,PZR,5,,,1,,211,32.72730699,55.66077925
PzDiv,19,8/6/1941 0:00,0,PZR,5,,,1,,310,32.6800632,55.58650655
PzDiv,19,8/10/1941 0:00,0,PZR,5,,,1,,322,31.95865988,55.58192389
PzDiv,19,8/12/1941 0:00,0,PZR,5,,,1,,409,31.94902868,55.59415934
PzDiv,19,8/14/1941 0:00,0,PZR,5,,,1,,352,31.96864406,55.57783454
PzDiv,19,8/18/1941 0:00,0,PZR,5,,,1,,333,31.96939357,55.6069649
PzDiv,19,8/20/1941 0:00,0,PZR,5,,,1,,417,31.23352875,55.89831956
PzDiv,19,8/21/1941 0:00,0,PZR,5,,,1,,228,31.11145454,55.9827722
PzDiv,19,8/23/1941 0:00,1,PZR,5,,,1,,338,30.76619112,56.36784318
PzDiv,19,8/24/1941 0:00,1,PZR,5,,,1,,166,30.7768732,56.36714873
PzDiv,19,9/2/1941 0:00,1,PZR,5,,,1,,141,31.98382475,56.48099176
PzDiv,19,9/4/1941 0:00,0,PZR,5,,,1,,428,31.81786748,56.48942768
PzDiv,20,7/11/1941 0:00,1,PZR,5,,,1,,249,30.32176115,55.24262107
PzDiv,20,7/12/1941 0:00,1,PZR,5,,,1,,376,30.66889055,55.40407937
PzDiv,20,7/13/1941 0:00,1,PZR,5,,,1,,153,31.21112442,55.58551095
PzDiv,20,7/15/1941 0:00,1,PZR,5,,,1,,270,32.70972399,55.66975106
PzDiv,20,7/15/1941 0:00,1,PZR,,1,FWD DET,0,,268,32.83998868,55.27746677
PzDiv,20,7/16/1941 0:00,0,PZR,5,,,1,,438,32.55358959,55.42507194
PzDiv,20,7/17/1941 0:00,0,PZR,5,,,1,,326,32.65396629,55.39445249
PzDiv,20,7/17/1941 0:00,1,PZR,,1,FWD DET,0,,103,32.06000047,55.05077198
PzDiv,20,7/19/1941 0:00,0,PZR,5,,,1,,441,32.43586166,55.43151908
PzDiv,20,7/19/1941 0:00,1,PZR,,1,FWD DET,0,,410,32.7194275,55.72838342
PzDiv,20,7/19/1941 0:00,0,PZR,,1,FWD DET,0,,442,32.23784724,55.65924413
PzDiv,20,7/20/1941 0:00,0,PZR,,2,Masse,0,,347,32.44999146,55.57389921
PzDiv,20,7/20/1941 0:00,0,PZR,,1,FWD DET,0,,346,32.87540349,55.33209689
PzDiv,20,7/22/1941 0:00,0,PZR,5,,,1,,282,32.50448932,55.50449478
PzDiv,20,7/24/1941 0:00,0,PZR,5,,,1,,86,32.75398595,55.52881946
PzDiv,20,7/24/1941 0:00,0,PZR,,1,FWD DET,0,,87,32.6705359,55.66236555
PzDiv,20,7/26/1941 0:00,0,PZR,5,,,1,,423,32.83089831,55.51820584
PzDiv,20,7/27/1941 0:00,0,PZR,5,,,1,,195,32.84383338,55.51033031
PzDiv,20,7/29/1941 0:00,0,PZR,5,,,1,,442,32.79893576,55.46693193
PzDiv,20,7/30/1941 0:00,0,PZR,5,,,1,,295,32.79101685,55.51451308
PzDiv,20,8/1/1941 0:00,0,PZR,5,,,1,,114,32.76478681,55.45154173
PzDiv,20,8/1/1941 0:00,1,PZR,5,,,1,,116,32.75174888,54.96687728
PzDiv,20,8/1/1941 0:00,0,PZR,5,,,1,,117,32.63674601,54.90925226
PzDiv,20,8/2/1941 0:00,0,PZR,5,,,1,,354,32.72157098,55.43082639
PzDiv,20,8/4/1941 0:00,0,PZR,5,,,1,,209,32.73228562,55.38711179
PzDiv,20,8/6/1941 0:00,0,PZR,5,,,1,,308,32.74343547,55.45428333
PzDiv,20,8/10/1941 0:00,0,PZR,5,,,1,,321,32.08920522,55.47933201
PzDiv,20,8/12/1941 0:00,0,PZR,5,,,1,,408,32.08593183,55.49400113
PzDiv,20,8/14/1941 0:00,0,PZR,5,,,1,,353,32.10849062,55.47916703
PzDiv,20,8/18/1941 0:00,0,PZR,5,,,1,,332,32.09527362,55.46784181
PzDiv,20,8/20/1941 0:00,0,PZR,5,,,1,,416,31.20615211,55.83927672
PzDiv,20,8/21/1941 0:00,0,PZR,5,,,1,,229,30.95697017,55.94234908
PzDiv,20,8/23/1941 0:00,1,PZR,5,,,1,,339,30.88020219,56.27845012
PzDiv,20,8/24/1941 0:00,1,PZR,5,,,1,,167,30.82516104,56.28297246
PzDiv,20,9/2/1941 0:00,1,PZR,5,,,1,,140,32.22048485,56.64702446
PzDiv,20,9/4/1941 0:00,0,PZR,5,,,1,,427,31.92124549,56.64752343
PzDiv,20,9/6/1941 0:00,1,PZR,5,,,1,,230,31.65838015,56.56158737
PzDiv,20,9/8/1941 0:00,1,PZR,5,,,1,,342,31.28641223,56.80797578
Sec Div,221,8/6/1941 0:00,0,SEC,,1,FWD DET,0,,179,27.24825148,53.01660437
Sec Div,221,8/10/1941 0:00,0,SEC,,1,FWD DET,0,,29,27.60925991,53.04080076
Sec Div,221,8/12/1941 0:00,0,SEC,,1,FWD DET,0,,189,27.88800049,53.02381381
Sec Div,221,8/18/1941 0:00,0,SEC,,1,FWD DET,0,,59,27.44017505,52.98306774
Sec Div,221,8/20/1941 0:00,0,SEC,,1,FWD DET,0,,200,27.43322808,53.02007167
Sec Div,221,8/21/1941 0:00,0,SEC,,1,FWD DET,0,,128,28.10337397,53.05815015
Sec Div,221,8/23/1941 0:00,0,SEC,,1,FWD DET,0,,203,28.30318388,53.06449502
Sec Div,221,8/24/1941 0:00,0,SEC,,1,FWD DET,0,,95,28.18924862,53.046633
Sec Div,221,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,66,28.37333864,53.3995081
Sec Div,221,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,67,27.52759924,53.87352028
Sec Div,221,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,68,27.05666557,54.30152929
Sec Div,221,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,69,28.35317992,53.06274438
Sec Div,221,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,70,27.31672862,52.99553323
Sec Div,221,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,209,28.36722557,53.40187211
Sec Div,221,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,210,27.52133161,53.87770615
Sec Div,221,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,211,26.81877745,54.35616335
Sec Div,221,9/6/1941 0:00,0,SEC,,1,FWD DET,0,,140,28.20913694,53.06182193
Sec Div,221,9/6/1941 0:00,0,SEC,,1,FWD DET,0,,141,28.37845565,53.40558812
Sec Div,221,9/8/1941 0:00,0,SEC,,1,FWD DET,0,,232,30.33871208,53.81006716
Sec Div,221,9/8/1941 0:00,0,SEC,,1,FWD DET,0,,224,27.54182888,53.88128518
Sec Div,221,9/10/1941 0:00,0,SEC,,1,FWD DET,0,,17,28.323341,53.0603883
Sec Div,221,9/10/1941 0:00,0,SEC,,1,FWD DET,0,,18,28.3887594,53.36348773
Sec Div,221,9/10/1941 0:00,0,SEC,,1,FWD DET,0,,23,30.34462778,53.76046594
Sec Div,281,7/20/1941 0:00,0,SEC,,1,FWD DET,0,,103,27.05984896,55.98705758
Sec Div,281,7/22/1941 0:00,0,SEC,,1,FWD DET,0,,168,27.67311786,56.70441643
Sec Div,281,7/24/1941 0:00,0,SEC,,1,FWD DET,0,,34,27.88683564,56.59434546
Sec Div,281,7/24/1941 0:00,0,SEC,,1,FWD DET,0,,35,28.03143671,53.92671266
Sec Div,281,7/26/1941 0:00,0,SEC,,1,FWD DET,0,,272,27.68917044,56.50768069
Sec Div,281,7/27/1941 0:00,0,SEC,,1,FWD DET,0,,106,27.35015328,56.48321976
Sec Div,281,7/29/1941 0:00,0,SEC,,1,FWD DET,0,,278,27.35581954,56.48665165
Sec Div,281,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,75,27.40289159,56.58633332
Sec Div,281,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,215,27.34345589,56.54797636
Sec Div,281,9/6/1941 0:00,0,SEC,,1,FWD DET,0,,146,27.40660783,56.5964088
Sec Div,281,9/8/1941 0:00,0,SEC,,1,FWD DET,0,,229,27.34873661,56.54851543
Sec Div,286,7/20/1941 0:00,1,SEC,,1,FWD DET,0,,533,27.39045589,56.60858394
Sec Div,286,7/11/1941 0:00,0,SEC,,1,FWD DET,0,,153,27.94080342,54.0464318
Sec Div,286,7/12/1941 0:00,0,SEC,,1,FWD DET,0,,247,28.02196374,54.05879386
Sec Div,286,7/13/1941 0:00,0,SEC,,1,FWD DET,0,,90,28.07887929,54.0345635
Sec Div,286,7/15/1941 0:00,0,SEC,,1,FWD DET,0,,162,28.00114297,53.95266977
Sec Div,286,7/16/1941 0:00,0,SEC,,1,FWD DET,0,,255,28.06088111,54.00941296
Sec Div,286,7/17/1941 0:00,0,SEC,,1,FWD DET,0,,52,28.09376333,53.89635698
Sec Div,286,7/19/1941 0:00,0,SEC,,1,FWD DET,0,,260,28.08799541,54.02700564
Sec Div,286,7/20/1941 0:00,0,SEC,,1,FWD DET,0,,99,28.04664273,53.94345235
Sec Div,286,7/22/1941 0:00,0,SEC,,1,FWD DET,0,,166,28.0478692,53.9454201
Sec Div,286,7/26/1941 0:00,0,SEC,,1,FWD DET,0,,273,30.50003102,54.4832637
Sec Div,286,7/27/1941 0:00,0,SEC,,1,FWD DET,0,,107,30.48628906,54.51755854
Sec Div,286,7/29/1941 0:00,0,SEC,,1,FWD DET,0,,279,30.48009828,54.51242837
Sec Div,286,7/30/1941 0:00,0,SEC,,1,FWD DET,0,,176,30.49897868,54.51597385
Sec Div,286,8/1/1941 0:00,0,SEC,,1,FWD DET,0,,57,32.00964025,54.78993829
Sec Div,286,8/1/1941 0:00,0,SEC,,1,FWD DET,0,,58,30.48162839,54.53215196
Sec Div,286,8/2/1941 0:00,0,SEC,,1,FWD DET,0,,242,30.45798885,54.50991807
Sec Div,286,8/2/1941 0:00,0,SEC,,1,FWD DET,0,,243,31.96139095,54.76676908
Sec Div,286,8/4/1941 0:00,0,SEC,,1,FWD DET,0,,111,32.04318116,54.78414933
Sec Div,286,8/4/1941 0:00,0,SEC,,1,Elems,0,,116,30.37405024,54.50881404
Sec Div,286,8/6/1941 0:00,0,SEC,,1,FWD DET,0,,186,32.05628522,54.78699922
Sec Div,286,8/6/1941 0:00,0,SEC,,1,Elems,0,,185,30.3924546,54.50626116
Sec Div,286,8/10/1941 0:00,0,SEC,,1,FWD DET,0,,30,30.451671,54.49766459
Sec Div,286,8/10/1941 0:00,0,SEC,,1,FWD DET,0,,49,32.08657281,54.77220945
Sec Div,286,8/12/1941 0:00,0,SEC,,1,FWD DET,0,,194,30.45815008,54.5072492
Sec Div,286,8/12/1941 0:00,0,SEC,,1,FWD DET,0,,198,32.07818033,54.78968372
Sec Div,286,8/14/1941 0:00,0,SEC,,1,FWD DET,0,,122,32.0711129,54.77010483
Sec Div,286,8/14/1941 0:00,0,SEC,,1,FWD DET,0,,124,30.53690765,54.51201504
Sec Div,286,8/18/1941 0:00,0,SEC,,1,FWD DET,0,,64,32.05374439,54.79019316
Sec Div,286,8/18/1941 0:00,0,SEC,,1,FWD DET,0,,65,30.44892862,54.52476462
Sec Div,286,8/20/1941 0:00,0,SEC,,1,FWD DET,0,,202,32.06321136,54.77673847
Sec Div,286,8/21/1941 0:00,0,SEC,,1,FWD DET,0,,125,32.04996868,54.77465104
Sec Div,286,8/21/1941 0:00,0,SEC,,1,FWD DET,0,,126,30.23081423,54.49364589
Sec Div,286,8/23/1941 0:00,0,SEC,,1,FWD DET,0,,206,32.03260111,54.77684838
Sec Div,286,8/23/1941 0:00,0,SEC,,1,FWD DET,0,,207,30.39810912,54.50404804
Sec Div,286,8/24/1941 0:00,0,SEC,,1,FWD DET,0,,94,32.06800562,54.78204337
Sec Div,286,8/24/1941 0:00,0,SEC,,1,Elems,0,,93,30.39882062,54.50489586
Sec Div,286,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,71,30.62003527,54.55604029
Sec Div,286,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,219,30.67140047,54.55914085
Sec Div,286,9/6/1941 0:00,0,SEC,,1,FWD DET,0,,136,30.95956775,54.61965094
Sec Div,286,9/8/1941 0:00,0,SEC,,1,FWD DET,0,,235,30.68434272,54.57524538
Sec Div,286,9/10/1941 0:00,0,SEC,,1,FWD DET,0,,22,30.64962494,54.48104338
Sec Div,286,7/24/1941 0:00,0,SEC,,1,FWD DET,0,,50,27.94864385,57.00291162
Sec Div,403,7/30/1941 0:00,0,SEC,,1,FWD DET,0,,170,27.221581,55.26355889
Sec Div,403,8/2/1941 0:00,0,SEC,,1,FWD DET,0,,241,27.02148358,55.21247894
Sec Div,403,8/4/1941 0:00,0,SEC,,1,FWD DET,0,,115,27.20081653,55.22250067
Sec Div,403,8/6/1941 0:00,0,SEC,,1,FWD DET,0,,178,27.0189314,55.22497686
Sec Div,403,8/10/1941 0:00,0,SEC,,1,FWD DET,0,,25,27.21022602,55.22940856
Sec Div,403,8/12/1941 0:00,0,SEC,,1,FWD DET,0,,193,27.02530899,55.21998266
Sec Div,403,8/14/1941 0:00,0,SEC,,1,FWD DET,0,,120,27.19497225,55.22883686
Sec Div,403,8/18/1941 0:00,0,SEC,,1,FWD DET,0,,62,27.23968927,55.27255874
Sec Div,403,8/20/1941 0:00,0,SEC,,1,FWD DET,0,,201,27.06647974,55.29447582
Sec Div,403,8/21/1941 0:00,0,SEC,,1,FWD DET,0,,127,27.20022938,55.24155697
Sec Div,403,8/23/1941 0:00,0,SEC,,1,FWD DET,0,,205,27.08172697,55.23230057
Sec Div,403,8/24/1941 0:00,0,SEC,,1,FWD DET,0,,92,27.25467574,55.30460709
Sec Div,403,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,72,28.63678277,55.04652835
Sec Div,403,9/2/1941 0:00,0,SEC,,1,FWD DET,0,,74,27.11500341,55.15323177
Sec Div,403,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,212,26.89535462,55.14681909
Sec Div,403,9/4/1941 0:00,0,SEC,,1,FWD DET,0,,213,28.63205038,55.05312748
Sec Div,403,9/6/1941 0:00,0,SEC,,1,FWD DET,0,,143,27.12166133,55.16659607
Sec Div,403,9/6/1941 0:00,0,SEC,,1,FWD DET,0,,144,28.64970212,55.05760709
Sec Div,403,9/8/1941 0:00,0,SEC,3,,,1,,1436,27.87274998,55.22375409
Sec Div,403,9/8/1941 0:00,0,SEC,,1,FWD DET,0,,226,26.91105454,55.14737926
Sec Div,403,9/8/1941 0:00,0,SEC,,1,FWD DET,0,,227,28.64647173,55.04986905
Sec Div,403,9/10/1941 0:00,0,SEC,,1,FWD DET,0,,21,28.64919348,54.95957994
Sec Div,403,9/10/1941 0:00,0,SEC,,1,FWD DET,0,,24,27.13475389,55.06777127
Mot ID SS,Reich,7/11/1941 0:00,0,MOT,4,,,1,,238,28.68870383,56.69035422
Mot ID SS,Reich,7/11/1941 0:00,1,MOT,4,,,1,,245,30.23367139,54.1807885
Mot ID SS,Reich,7/12/1941 0:00,1,MOT,4,,,1,,363,30.27999711,54.21208399
Mot ID SS,Reich,7/15/1941 0:00,1,MOT,4,,,1,,261,31.17985682,53.98971873
Mot ID SS,Reich,7/16/1941 0:00,1,MOT,4,,,1,,385,31.45221766,54.02682302
Mot ID SS,Reich,7/17/1941 0:00,0,MOT,4,,,1,,98,31.46770299,53.96377993
Mot ID SS,Reich,7/19/1941 0:00,1,MOT,4,,,1,,405,32.44449603,54.54369753
Mot ID SS,Reich,7/20/1941 0:00,1,MOT,4,,,1,,176,32.90843206,54.78748605
Mot ID SS,Reich,7/20/1941 0:00,1,MOT,4,,,1,,177,32.71224883,54.95189672
Mot ID SS,Reich,7/22/1941 0:00,0,MOT,,2,Masse,0,,384,32.88524701,54.72508338
Mot ID SS,Reich,7/22/1941 0:00,1,MOT,,1,FWD DET,0,,277,32.77400542,54.92654666
Mot ID SS,Reich,7/22/1941 0:00,0,MOT,4,,,1,,382,32.55811513,54.26959147
Mot ID SS,Reich,7/24/1941 0:00,1,MOT,4,,,1,,78,33.06800661,54.67593645
Mot ID SS,Reich,7/26/1941 0:00,1,MOT,4,,,1,,416,33.13902941,54.65614948
Mot ID SS,Reich,7/27/1941 0:00,1,MOT,4,,,1,,189,33.18542342,54.64148308
Mot ID SS,Reich,7/29/1941 0:00,1,MOT,4,,,1,,433,33.2101146,54.62499971
Mot ID SS,Reich,8/1/1941 0:00,0,MOT,4,,,1,,120,33.29636391,54.63340085
Mot ID SS,Reich,8/2/1941 0:00,0,MOT,4,,,1,,347,33.26842321,54.60606641
Mot ID SS,Reich,8/4/1941 0:00,0,MOT,4,,,1,,206,33.28443041,54.60268869
Mot ID SS,Reich,8/6/1941 0:00,0,MOT,4,,,1,,302,33.29996987,54.58977539
Mot ID SS,Reich,8/12/1941 0:00,0,MOT,4,,,1,,319,32.93155727,54.73762441
Mot ID SS,Reich,8/14/1941 0:00,0,MOT,4,,,1,,216,32.96185339,54.66181621
Mot ID SS,Reich,8/18/1941 0:00,0,MOT,4,,,1,,445,32.86009218,54.6254842
Mot ID SS,Reich,8/20/1941 0:00,0,MOT,4,,,1,,413,32.57454827,53.9806158
Mot ID SS,Reich,8/20/1941 0:00,0,MOT,4,,,1,,415,32.25201073,54.86314073
Mot ID SS,Reich,8/21/1941 0:00,0,MOT,4,,,1,,370,32.25702383,54.87216887
Mot ID SS,Reich,8/23/1941 0:00,1,MOT,4,,,1,,336,32.31752843,54.87426966
Mot ID SS,Reich,8/24/1941 0:00,1,MOT,4,,,1,,162,32.27419453,54.8730892
Mot ID SS,Reich,9/10/1941 0:00,1,MOT,,1,Elems,0,,25,31.97692525,54.77208
