Unit Type,Number,DATE,Situation,Type_D,Weight_D,Weight_ND,Type_ND,CU_KIND,Fraction_Division,ORIG_FID,POINT_X,POINT_Y
CavDiv,1,7/11/1941 0:00,0,CAV,2,,,1,,1098,29.03119322,53.09195799
CavDiv,1,7/12/1941 0:00,0,CAV,2,,,1,,359,30.09022582,53.13978157
CavDiv,1,7/12/1941 0:00,0,CAV,2,,,1,,434,30.05604017,53.53534983
CavDiv,1,7/13/1941 0:00,0,CAV,2,,,1,,338,29.82922679,53.4213934
CavDiv,1,7/15/1941 0:00,1,CAV,2,,,1,,255,30.42951875,53.36656275
CavDiv,1,7/16/1941 0:00,0,CAV,2,,,1,,382,30.42579667,53.45181768
CavDiv,1,7/17/1941 0:00,0,CAV,2,,,1,,93,30.46385959,53.43047145
CavDiv,1,7/19/1941 0:00,0,CAV,2,,,1,,396,30.50370821,53.35496072
CavDiv,1,7/20/1941 0:00,0,CAV,2,,,1,,169,30.5074277,53.3869162
CavDiv,1,7/22/1941 0:00,1,CAV,2,,<Null>,1,,273,30.49858851,53.33405164
CavDiv,1,7/24/1941 0:00,0,CAV,2,,,1,,72,30.4796808,53.28983986
CavDiv,1,7/26/1941 0:00,0,CAV,2,,,1,,412,30.46896129,53.29052894
CavDiv,1,7/27/1941 0:00,1,CAV,2,,,1,,184,30.51943953,53.28758372
CavDiv,1,7/29/1941 0:00,1,CAV,,1,FWD DET,0,,429,30.43652832,53.28140926
CavDiv,1,7/29/1941 0:00,0,CAV,,1,FWD DET,0,,430,30.44093811,53.40084829
CavDiv,1,7/29/1941 0:00,0,CAV,,1,FWD DET,0,,446,30.46408042,53.55679237
CavDiv,1,7/30/1941 0:00,0,CAV,2,,,1,,387,30.49103251,53.56034669
CavDiv,1,8/1/1941 0:00,0,CAV,2,,,1,,2,30.48685805,53.59526039
CavDiv,1,8/2/1941 0:00,0,CAV,2,,,1,,431,30.4671179,53.58058784
CavDiv,1,8/4/1941 0:00,0,CAV,2,,,1,,351,30.46878576,53.58854216
CavDiv,1,8/6/1941 0:00,0,CAV,2,,,1,,392,30.74839615,53.41952129
CavDiv,1,8/10/1941 0:00,0,CAV,2,,,1,,313,30.84524359,53.6119539
CavDiv,1,8/12/1941 0:00,0,CAV,2,,,1,,518,30.67989245,53.52115297
CavDiv,1,7/17/1941 0:00,0,CAV,,1,FWD DET,0,,94,30.40806591,53.71756844
CavDiv,1,7/30/1941 0:00,0,CAV,,1,FWD DET,0,,284,30.45710783,53.28571123
Mot ID,14,8/12/1941 0:00,0,MOT,,2,Masse,0,,400,32.10624872,53.53206751
Mot ID,10,7/11/1941 0:00,0,MOT,4,,,1,,242,30.35502657,53.71807012
Mot ID,10,7/12/1941 0:00,1,MOT,4,,,1,,361,30.41698659,53.71621236
Mot ID,10,7/12/1941 0:00,1,MOT,4,,,1,,368,30.55654246,54.17666019
Mot ID,10,7/13/1941 0:00,1,MOT,4,,,1,,143,30.54626705,53.69456809
Mot ID,10,7/15/1941 0:00,1,MOT,4,,,1,,258,30.61827754,53.67232032
Mot ID,10,7/16/1941 0:00,0,MOT,4,,,1,,383,30.384342,53.77383004
Mot ID,10,7/19/1941 0:00,0,MOT,4,,,1,,397,30.89828371,53.43506717
Mot ID,10,7/20/1941 0:00,0,MOT,4,,,1,,170,30.83152646,53.46510793
Mot ID,10,7/22/1941 0:00,0,MOT,4,,,1,,274,30.89075548,53.41222009
Mot ID,10,7/24/1941 0:00,0,MOT,4,,,1,,73,30.9946668,53.42462858
Mot ID,10,7/26/1941 0:00,0,MOT,4,,,1,,443,31.13587003,53.51997042
Mot ID,10,7/27/1941 0:00,1,MOT,4,,,1,,185,31.37412509,53.63093562
Mot ID,10,7/27/1941 0:00,0,MOT,4,,,1,,495,32.10449991,54.29218929
Mot ID,10,7/29/1941 0:00,0,MOT,4,,,1,,448,32.03513838,54.25000045
Mot ID,10,7/30/1941 0:00,0,MOT,4,,,1,,286,32.07816822,54.24087985
Mot ID,10,8/1/1941 0:00,0,MOT,4,,,1,,328,32.08975412,54.23668049
Mot ID,10,8/2/1941 0:00,0,MOT,4,,,1,,432,32.04969982,54.21528558
Mot ID,10,8/4/1941 0:00,0,MOT,,1,FWD DET,0,3-Jan,202,32.39239337,53.75449203
Mot ID,10,8/4/1941 0:00,1,MOT,,2,FWD DET,0,3-Feb,204,32.10461015,54.18600413
Mot ID,10,8/6/1941 0:00,0,MOT,,1,FWD DET,0,3-Jan,300,32.37611371,53.75261135
Mot ID,10,8/6/1941 0:00,0,MOT,4,,,1,,394,32.29515786,53.90618822
Mot ID,10,8/10/1941 0:00,1,MOT,4,,,1,,65,32.24486469,53.67879911
Mot ID,10,8/12/1941 0:00,0,MOT,4,,,1,,314,32.33675467,53.61289364
Mot ID,10,8/14/1941 0:00,0,MOT,4,,,1,,364,32.11554654,53.63735744
Mot ID,10,8/18/1941 0:00,0,MOT,4,,,1,,125,32.09689953,53.24203157
Mot ID,10,8/18/1941 0:00,1,MOT,4,,,1,,128,32.39406329,53.00302577
Mot ID,10,8/21/1941 0:00,0,MOT,4,,,1,,365,32.31547034,52.8965838
Mot ID,10,8/23/1941 0:00,0,MOT,4,,,1,,418,32.3218238,52.88984215
Mot ID,14,7/11/1941 0:00,1,MOT,4,,,1,,233,29.41542536,55.31148322
Mot ID,14,7/11/1941 0:00,0,MOT,,1,FWD DET,0,2-Jan,236,28.62865715,55.65790691
Mot ID,14,7/12/1941 0:00,0,MOT,,1,FWD DET,0,2-Jan,372,28.32454441,55.76359712
Mot ID,14,7/12/1941 0:00,0,MOT,4,,,1,,435,29.97902536,55.45079897
Mot ID,14,7/15/1941 0:00,0,MOT,,1,FWD DET,0,2-Jan,254,29.83195125,55.5278373
Mot ID,14,7/16/1941 0:00,0,MOT,,1,FWD DET,0,2-Jan,393,30.05077249,55.53068799
Mot ID,14,7/17/1941 0:00,1,MOT,,1,FWD DET,0,2-Jan,106,30.57098916,55.65427681
Mot ID,14,7/19/1941 0:00,0,MOT,4,,,1,,401,29.81201162,56.02110513
Mot ID,14,7/20/1941 0:00,0,MOT,4,,,1,,168,30.48258403,55.92589301
Mot ID,14,7/22/1941 0:00,0,MOT,4,,,1,,380,29.92248038,56.05466001
Mot ID,14,7/26/1941 0:00,1,MOT,4,,,1,,428,31.84299431,55.98540264
Mot ID,14,7/27/1941 0:00,1,MOT,4,,,1,,199,32.04404916,55.83413011
Mot ID,14,7/27/1941 0:00,0,MOT,4,,,1,,200,31.79690113,56.0142848
Mot ID,14,7/29/1941 0:00,1,MOT,4,,,1,,439,31.78156369,56.00403258
Mot ID,14,7/30/1941 0:00,1,MOT,4,,,1,,299,31.84495233,56.01810466
Mot ID,14,8/1/1941 0:00,0,MOT,4,,,1,,111,31.84613411,56.04707815
Mot ID,14,8/2/1941 0:00,0,MOT,4,,,1,,357,31.79948562,56.02354769
Mot ID,14,8/4/1941 0:00,1,MOT,4,,,1,,213,31.33492209,55.7057029
Mot ID,14,8/6/1941 0:00,1,MOT,4,,,1,,312,31.34264499,55.70561135
Mot ID,14,8/10/1941 0:00,1,MOT,,2,Masse,0,,69,31.34674258,55.7084025
Mot ID,14,8/10/1941 0:00,0,MOT,,1,Elems,0,,70,31.39975019,56.03275404
Mot ID,14,8/12/1941 0:00,1,MOT,,2,Masse,0,,320,31.34008456,55.71675662
Mot ID,14,8/18/1941 0:00,0,MOT,4,,,1,,334,31.33544178,55.69775455
Mot ID,14,8/20/1941 0:00,0,MOT,4,,,1,,300,32.22665937,55.21816981
Mot ID,14,8/20/1941 0:00,0,MOT,4,,,1,,301,31.35176059,55.69447023
Mot ID,14,8/21/1941 0:00,0,MOT,4,,,1,,506,32.04389591,55.25382111
Mot ID,14,8/21/1941 0:00,0,MOT,4,,,1,,371,32.22046334,55.22509762
Mot ID,14,8/23/1941 0:00,0,MOT,,2,Masse,0,,302,32.2267818,55.21842486
Mot ID,14,8/23/1941 0:00,0,MOT,,1,Elems,0,,1377,32.74009054,55.1191807
Mot ID,14,8/24/1941 0:00,0,MOT,4,,,1,,163,32.71894778,55.19921733
Mot ID,14,9/2/1941 0:00,0,MOT,4,,,1,,142,32.7484581,55.18206894
Mot ID,14,9/4/1941 0:00,0,MOT,4,,,1,,340,32.77883417,55.18261955
Mot ID,14,9/6/1941 0:00,0,MOT,4,,,1,,231,32.66004022,55.16325085
Mot ID,14,9/8/1941 0:00,0,MOT,4,,,1,,341,32.70910404,55.16278252
Mot ID,18,7/11/1941 0:00,1,MOT,4,,,1,,234,29.78045255,55.42081201
Mot ID,18,7/12/1941 0:00,1,MOT,4,,,1,,370,30.13797351,54.37719545
Mot ID,18,7/12/1941 0:00,0,MOT,,2,Masse,0,,436,29.9003258,55.52044083
Mot ID,18,7/13/1941 0:00,1,MOT,4,,,1,,152,30.52838502,55.70297583
Mot ID,18,7/15/1941 0:00,1,MOT,4,,,1,,271,30.76118773,55.73777839
Mot ID,18,7/16/1941 0:00,0,MOT,4,,,1,,392,29.89271984,55.54590297
Mot ID,18,7/16/1941 0:00,1,MOT,,2,Masse,0,,394,30.5895793,55.71838837
Mot ID,18,7/17/1941 0:00,1,MOT,4,,,1,,95,31.04370077,53.48352652
Mot ID,18,7/17/1941 0:00,1,MOT,4,,,1,,107,30.55112909,55.74168257
Mot ID,18,7/19/1941 0:00,1,MOT,4,,,1,,409,31.1896771,55.83209047
Mot ID,18,7/20/1941 0:00,0,MOT,,2,Masse,0,,492,31.55676389,55.66405183
Mot ID,18,7/20/1941 0:00,0,MOT,,2,Masse,0,,493,32.07837548,55.72294919
Mot ID,18,7/20/1941 0:00,0,MOT,,1,FWD DET,0,,180,32.25324823,55.78791443
Mot ID,18,7/20/1941 0:00,0,MOT,,1,FWD DET,0,,181,31.98471568,55.93643184
Mot ID,18,7/20/1941 0:00,0,MOT,,1,FWD DET,0,,182,32.17312658,55.84946129
Mot ID,18,7/22/1941 0:00,,MOT,4,,,1,,283,32.05987736,55.80148311
Mot ID,18,7/24/1941 0:00,0,MOT,4,,,1,,88,32.42178162,55.78120259
Mot ID,18,7/26/1941 0:00,0,MOT,4,,,1,,427,32.51227929,55.755061
Mot ID,18,7/27/1941 0:00,0,MOT,4,,,1,,198,32.47189676,55.78586657
Mot ID,18,7/29/1941 0:00,0,MOT,4,,,1,,440,32.28213956,55.79920494
Mot ID,18,7/30/1941 0:00,0,MOT,4,,,1,,298,32.48001639,55.7588618
Mot ID,18,8/1/1941 0:00,0,MOT,4,,,1,,112,32.4980933,55.78502402
Mot ID,18,8/2/1941 0:00,0,MOT,4,,,1,,356,32.44859592,55.7598498
Mot ID,18,8/4/1941 0:00,0,MOT,4,,,1,,212,32.48284251,55.74600996
Mot ID,18,8/6/1941 0:00,0,MOT,4,,,1,,311,32.50128913,55.73643066
Mot ID,18,8/10/1941 0:00,0,MOT,4,,,1,,320,32.02257993,55.19395985
Mot ID,18,8/10/1941 0:00,0,MOT,4,,Elem,1,,71,32.41863684,55.73209933
Mot ID,18,8/12/1941 0:00,0,MOT,4,,,1,,298,32.01703256,55.20777176
Mot ID,18,8/14/1941 0:00,0,MOT,4,,,1,,355,32.03596193,55.19033604
Mot ID,18,8/18/1941 0:00,1,MOT,4,,,1,,135,30.55394057,55.78458217
Mot ID,14,8/12/1941 0:00,0,MOT,,1,FWD DET,0,,321,31.39178794,56.04203523
Mot ID,20,7/11/1941 0:00,1,MOT,4,,,1,,250,30.30168181,55.1686086
Mot ID,20,7/11/1941 0:00,0,MOT,4,,,1,,285,30.12903949,55.17942744
Mot ID,20,7/12/1941 0:00,0,MOT,4,,,1,,375,30.22629171,55.20622371
Mot ID,20,7/13/1941 0:00,1,MOT,4,,,1,,145,30.54812677,53.69356965
Mot ID,20,7/15/1941 0:00,0,MOT,4,,,1,,267,31.20386973,55.20010614
Mot ID,20,7/16/1941 0:00,1,MOT,4,,,1,,391,31.33252512,55.23279904
Mot ID,20,7/17/1941 0:00,1,MOT,4,,,1,,104,31.81534595,55.16459513
Mot ID,20,7/19/1941 0:00,1,MOT,4,,,1,,408,31.86341574,55.13951167
Mot ID,20,7/20/1941 0:00,0,MOT,4,,,1,,178,32.05682152,55.06590804
Mot ID,20,7/22/1941 0:00,0,MOT,4,,,1,,280,32.08013512,55.08820152
Mot ID,20,7/24/1941 0:00,1,MOT,4,,,1,,82,32.02283408,55.02195981
Mot ID,20,7/26/1941 0:00,0,MOT,4,,,1,,422,32.55022725,54.99580708
Mot ID,20,7/27/1941 0:00,1,MOT,4,,,1,,192,32.58970822,54.91201963
Mot ID,20,7/29/1941 0:00,1,MOT,4,,,1,,436,32.55396847,54.89370436
Mot ID,20,7/30/1941 0:00,1,MOT,4,,,1,,289,32.58891347,54.90123797
Mot ID,20,8/2/1941 0:00,1,MOT,4,,,1,,351,32.5821582,54.89315848
Mot ID,20,8/4/1941 0:00,1,MOT,4,,,1,,207,32.62917578,54.96464053
Mot ID,20,8/6/1941 0:00,0,MOT,4,,,1,,398,32.52852471,54.91299156
Mot ID,20,8/10/1941 0:00,0,MOT,4,,,1,,317,32.30042064,54.8637825
Mot ID,20,8/12/1941 0:00,0,MOT,4,,,1,,405,32.30103119,54.87807761
Mot ID,20,8/14/1941 0:00,0,MOT,4,,,1,,358,32.28909243,54.84003756
Mot ID,20,8/18/1941 0:00,0,MOT,4,,,1,,331,32.26376,54.86194904
Mot ID,20,8/21/1941 0:00,0,MOT,4,,,1,,374,28.61253634,56.98580218
Mot ID,29,8/14/1941 0:00,0,MOT,4,,,1,,362,32.99476887,53.88778371
Mot ID,29,8/18/1941 0:00,0,MOT,4,,,1,,329,33.12701832,53.75965327
Mot ID,29,7/11/1941 0:00,1,MOT,4,,,1,,246,30.33384422,54.29901572
Mot ID,29,7/12/1941 0:00,1,MOT,4,,,1,,367,30.57445083,54.43405001
Mot ID,29,7/12/1941 0:00,1,MOT,,1,FWD DET,0,,366,31.01687491,54.33270759
Mot ID,29,7/13/1941 0:00,1,MOT,4,,,1,,148,31.39713533,54.55060651
Mot ID,29,7/15/1941 0:00,1,MOT,4,,,1,,265,31.91744226,54.69540692
Mot ID,29,7/16/1941 0:00,1,MOT,4,,,1,,388,31.92913386,54.79856019
Mot ID,29,7/17/1941 0:00,1,MOT,4,,,1,,100,32.00688125,54.7685545
Mot ID,29,7/19/1941 0:00,1,MOT,4,,,1,,407,32.0316626,54.81436936
Mot ID,29,7/20/1941 0:00,1,MOT,4,,,1,,174,32.08147276,54.83735208
Mot ID,29,7/22/1941 0:00,0,MOT,4,,,1,,278,32.09938013,54.80251243
Mot ID,29,7/24/1941 0:00,0,MOT,4,,,1,,81,31.98225396,54.82615768
Mot ID,29,7/26/1941 0:00,0,MOT,4,,,1,,419,32.3306294,54.68992299
Mot ID,29,7/26/1941 0:00,0,MOT,4,,,1,,445,32.19151584,54.65632348
Mot ID,29,7/27/1941 0:00,0,MOT,4,,,1,,191,32.29067982,54.74458896
Mot ID,29,7/29/1941 0:00,0,MOT,4,,,1,,435,32.43057466,54.7254466
Mot ID,29,7/30/1941 0:00,0,MOT,4,,,1,,291,32.3357825,54.71750093
Mot ID,29,8/1/1941 0:00,0,MOT,4,,,1,,118,32.31735365,54.71362524
Mot ID,29,8/2/1941 0:00,0,MOT,4,,,1,,350,32.37698042,54.70932231
Mot ID,29,8/4/1941 0:00,0,MOT,4,,,1,,500,32.56276897,54.75187822
Mot ID,29,8/4/1941 0:00,0,MOT,4,,,1,,501,32.51802963,54.70729558
Mot ID,29,8/4/1941 0:00,0,MOT,4,,,1,,502,32.45258784,54.66844615
Mot ID,29,8/4/1941 0:00,0,MOT,4,,,1,,503,32.38753428,54.65996686
Mot ID,29,8/4/1941 0:00,0,MOT,4,,,1,,504,32.30289963,54.66684921
Mot ID,29,8/6/1941 0:00,0,MOT,4,,,1,,396,32.30907506,54.61700948
Mot ID,29,8/10/1941 0:00,0,MOT,4,,,1,,314,32.86521471,53.92156987
Mot ID,29,8/10/1941 0:00,0,MOT,,1,Elems,0,,67,33.17246905,53.86287706
Mot ID,29,8/12/1941 0:00,1,MOT,4,,,1,,519,33.00257559,53.99758119
Mot ID,29,8/12/1941 0:00,0,MOT,4,,<Null>,1,,401,32.97380683,53.93460091
Mot ID,29,8/12/1941 0:00,0,MOT,,1,FWD DET,0,,316,33.17451673,53.87868611
Mot ID,29,8/14/1941 0:00,0,MOT,4,,,1,,217,33.24138346,53.8161995
Mot ID,29,8/14/1941 0:00,0,MOT,4,,,1,,1017,32.87885199,53.69984186
Mot ID,29,8/18/1941 0:00,1,MOT,,1,Elems,0,,129,33.55517602,53.48345008
Mot ID,29,8/20/1941 0:00,0,MOT,,2,Masse,0,,410,33.48240937,53.56024197
Mot ID,29,8/20/1941 0:00,0,MOT,,1,FWD DET,0,,326,33.2368922,53.38424714
Mot ID,29,8/21/1941 0:00,0,MOT,,2,Masse,0,,366,33.48834738,53.57023119
Mot ID,29,8/21/1941 0:00,1,MOT,,1,FWD DET,0,,223,33.22545831,53.40408197
Mot ID,29,8/23/1941 0:00,0,MOT,,2,Masse,0,,420,33.49638464,53.56650911
Mot ID,29,8/23/1941 0:00,1,MOT,,1,FWD DET,0,,334,33.4066061,53.28243607
Mot ID,29,8/24/1941 0:00,0,MOT,,2,Masse,0,,339,33.48506013,53.57362143
Mot ID,29,8/24/1941 0:00,1,MOT,,1,Elems,0,,161,33.4001418,53.28530899
Mot Bde,900,7/11/1941 0:00,1,MOT,,2,MOT BDE,0,,252,29.83905652,54.95600354
Mot Bde,900,7/15/1941 0:00,0,MOT,,2,MOT BDE,0,,296,30.15779038,55.07150182
Mot Bde,900,7/20/1941 0:00,0,MOT,,2,MOT BDE,0,,491,31.62251351,55.41078878
Mot Bde,900,7/22/1941 0:00,0,MOT,,2,MOT BDE,0,,281,32.57143558,55.37900944
Mot Bde,900,7/27/1941 0:00,0,MOT,,2,MOT BDE,0,,194,32.84960164,55.35791597
Mot Bde,900,7/30/1941 0:00,0,MOT,,2,MOT BDE,0,,294,32.79917216,55.40203466
Mot Bde,900,8/4/1941 0:00,0,MOT,,2,MOT BDE,0,,208,32.77947209,55.28076038
Mot Bde,900,8/6/1941 0:00,0,MOT,,2,MOT BDE,0,,307,32.78198169,55.36763263
Mot Bde,900,8/10/1941 0:00,0,MOT,,2,MOT BDE,0,,506,32.64926499,55.27175229
Mot Bde,900,8/12/1941 0:00,0,MOT,,2,MOT BDE,0,,508,32.64938776,55.28657984
Mot Bde,900,8/14/1941 0:00,0,MOT,,2,MOT BDE,0,,354,32.6691522,55.26722318
Mot Bde,900,8/21/1941 0:00,0,MOT,,2,MOT BDE,0,,227,32.68149924,55.26409789
Mot Bde,900,9/2/1941 0:00,0,MOT,,2,MOT BDE,0,,507,32.36964334,55.2804135
Mot Bde,900,9/4/1941 0:00,0,MOT,,2,MOT BDE,0,,509,32.39651951,55.27605617
Mot Bde,900,9/6/1941 0:00,0,MOT,,2,MOT BDE,0,,377,32.33254243,55.29390487
Mot Bde,900,9/8/1941 0:00,0,MOT,,2,MOT BDE,0,,510,32.40421651,55.31027764
Mot Bde,900,9/10/1941 0:00,0,MOT,,2,MOT BDE,0,,505,32.40751351,55.19242943
Inf Div,5,7/11/1941 0:00,0,INF,3,,,1,,156,28.45459472,54.92840045
Inf Div,5,7/11/1941 0:00,0,INF,,1,FWD DET,0,,1112,29.20723214,55.37062845
Inf Div,5,7/12/1941 0:00,0,INF,3,,,1,,249,28.60376582,54.95036159
Inf Div,5,7/12/1941 0:00,0,INF,,1,FWD DET,0,,1526,29.22367677,55.37312208
Inf Div,5,7/13/1941 0:00,1,INF,3,,,1,,811,29.1535277,55.19410746
Inf Div,5,7/13/1941 0:00,0,INF,,1,FWD DET,0,,812,29.19653587,55.32359099
Inf Div,5,7/15/1941 0:00,1,INF,3,,,1,,513,29.68991504,55.32607784
Inf Div,5,7/15/1941 0:00,0,INF,,1,Elems,0,,1161,30.22829589,55.17207041
Inf Div,5,7/16/1941 0:00,0,INF,3,,,1,,310,30.16371429,55.18810828
Inf Div,5,7/17/1941 0:00,1,INF,3,,,1,,686,30.36898,55.12881049
Inf Div,5,7/17/1941 0:00,1,INF,,1,FWD DET,0,,687,30.76822699,55.01815586
Inf Div,5,7/19/1941 0:00,1,INF,3,,,1,,1605,31.38805858,55.24023124
Inf Div,5,7/19/1941 0:00,0,INF,3,,,1,,265,30.90786121,55.07323446
Inf Div,5,7/20/1941 0:00,1,INF,3,,,1,,901,31.18779582,55.02066164
Inf Div,5,7/20/1941 0:00,0,INF,3,,,1,,902,31.38111869,54.95863227
Inf Div,5,7/22/1941 0:00,1,INF,,1,FWD DET,0,3-Jan,1189,31.71081078,54.89382122
Inf Div,5,7/22/1941 0:00,0,INF,,2,FWD DET,0,3-Feb,1191,31.23371657,54.87974497
Inf Div,5,7/22/1941 0:00,1,INF,,1,FWD DET,0,,1190,31.63469274,54.999332
Inf Div,5,7/24/1941 0:00,1,INF,,1,FWD DET,0,3-Jan,622,31.70611366,54.93151994
Inf Div,5,7/24/1941 0:00,0,INF,,1,FWD DET,0,3-Jan,47,31.60332724,55.00652706
Inf Div,5,7/24/1941 0:00,0,INF,,1,FWD DET,0,3-Jan,48,31.37778253,54.99148374
Inf Div,5,7/26/1941 0:00,0,INF,3,,,1,,1635,31.74839802,54.89673709
Inf Div,5,7/27/1941 0:00,0,INF,3,,,1,,926,31.92540005,54.89927699
Inf Div,5,7/29/1941 0:00,0,INF,3,,,1,,1673,32.08274985,54.92529945
Inf Div,5,7/30/1941 0:00,0,INF,3,,,1,,1224,32.25292541,54.94890282
Inf Div,5,8/1/1941 0:00,0,INF,3,,,1,,710,32.25457609,54.94634582
Inf Div,5,8/2/1941 0:00,1,INF,3,,,1,,1488,32.2870521,54.88774564
Inf Div,5,8/4/1941 0:00,1,INF,,1,Elems,0,,972,32.23776346,54.94171149
Inf Div,5,8/4/1941 0:00,1,INF,,1,Elems,0,,975,32.43416748,55.27826123
Inf Div,5,8/6/1941 0:00,1,INF,3,,,1,,1270,32.50155342,55.31414046
Inf Div,5,8/6/1941 0:00,0,INF,3,,,1,,1273,32.66215093,55.25644812
Inf Div,5,8/6/1941 0:00,0,INF,,1,Elems,0,,1269,32.77793034,55.28642341
Inf Div,5,8/10/1941 0:00,0,INF,3,,,1,,606,32.76372565,55.36860962
Inf Div,5,8/10/1941 0:00,0,INF,3,,,1,,33,32.50066543,55.39047934
Inf Div,5,8/12/1941 0:00,0,INF,,1,Elems,0,,1316,32.75507414,55.41351524
Inf Div,5,8/14/1941 0:00,0,INF,,1,Elems,0,,1005,32.77208901,55.39665313
Inf Div,5,8/18/1941 0:00,0,INF,3,,,1,,740,32.75012496,55.33740521
Inf Div,5,8/20/1941 0:00,0,INF,3,,,1,,1345,32.80360623,55.32576328
Inf Div,5,8/21/1941 0:00,0,INF,3,,,1,,1048,32.76058234,55.33832532
Inf Div,5,8/23/1941 0:00,0,INF,3,,,1,,1380,32.80552571,55.29091853
Inf Div,5,8/24/1941 0:00,0,INF,3,,,1,,849,32.79944455,55.31623461
Inf Div,5,9/2/1941 0:00,0,INF,3,,,1,,780,32.69041031,55.35877887
Inf Div,5,9/4/1941 0:00,0,INF,3,,,1,,1424,32.71620272,55.29919458
Inf Div,5,9/6/1941 0:00,0,INF,3,,,1,,1082,32.64895949,55.31821135
Inf Div,5,9/8/1941 0:00,0,INF,3,,,1,,1456,32.68458882,55.29284217
Inf Div,5,9/10/1941 0:00,0,INF,3,,,1,,574,32.68630251,55.18713864
Inf Div,6,7/11/1941 0:00,0,INF,3,,,1,,157,28.356267,55.08917089
Inf Div,6,7/11/1941 0:00,1,INF,,1,FWD DET,0,,1115,28.59888369,55.45048267
Inf Div,6,7/12/1941 0:00,0,INF,,1,FWD DET,0,,1525,28.6138536,55.46768004
Inf Div,6,7/12/1941 0:00,1,INF,3,,,1,,1522,28.65392017,55.22516251
Inf Div,6,7/13/1941 0:00,1,INF,3,,,1,,813,28.80733645,55.2542309
Inf Div,6,7/15/1941 0:00,0,INF,3,,,1,,1139,28.75228387,55.44622795
Inf Div,6,7/16/1941 0:00,1,INF,,2,FWD DET,0,3-Feb,1550,28.85588882,55.42586201
Inf Div,6,7/17/1941 0:00,1,INF,3,,,1,,661,29.11991546,55.3891953
Inf Div,6,7/19/1941 0:00,1,INF,3,,,1,,1594,29.61241432,55.36732995
Inf Div,6,7/20/1941 0:00,1,INF,3,,,1,,870,29.83523387,55.47318896
Inf Div,6,7/22/1941 0:00,1,INF,3,,,1,,1197,30.10394868,55.30350169
Inf Div,6,7/22/1941 0:00,0,INF,3,,,1,,1204,30.30637527,55.33894407
Inf Div,6,7/24/1941 0:00,1,INF,3,,,1,,625,30.79452612,55.60555264
Inf Div,6,7/26/1941 0:00,1,INF,3,,,1,,1637,31.2581681,55.60988468
Inf Div,6,7/27/1941 0:00,1,INF,3,,,1,,931,31.73177903,55.8035889
Inf Div,6,7/29/1941 0:00,1,INF,3,,,1,,1686,31.97824332,55.7439511
Inf Div,6,7/30/1941 0:00,0,INF,3,,,1,,177,31.88442188,55.77924179
Inf Div,6,7/30/1941 0:00,1,INF,,1,Elems,0,,1228,32.26937467,55.73877612
Inf Div,6,7/30/1941 0:00,1,INF,,1,Elems,0,,1229,32.19242948,55.80747655
Inf Div,6,7/30/1941 0:00,1,INF,,1,Elems,0,,1230,31.95959364,55.90117471
Inf Div,6,8/1/1941 0:00,1,INF,3,,,1,,716,31.96059927,55.9418235
Inf Div,6,8/1/1941 0:00,1,INF,,2,Masse,0,,713,31.85246394,55.78596226
Inf Div,6,8/1/1941 0:00,1,INF,,1,Elems,0,,714,32.28066274,55.76769317
Inf Div,6,8/1/1941 0:00,1,INF,,1,Elems,0,,715,32.18690603,55.83568429
Inf Div,6,8/2/1941 0:00,1,INF,,1,Elems,0,,1494,32.09795964,55.7884683
Inf Div,6,8/2/1941 0:00,1,INF,,1,Elems,0,,1495,31.91711465,55.91570954
Inf Div,6,8/2/1941 0:00,1,INF,,1,Elems,0,,1698,31.85374927,55.75933554
Inf Div,6,8/4/1941 0:00,0,INF,3,,,1,,978,32.06784907,55.85501008
Inf Div,6,8/6/1941 0:00,1,INF,3,,,1,,1272,32.25361036,55.7343815
Inf Div,6,8/6/1941 0:00,0,INF,3,,,1,,1275,32.03255582,55.89357449
Inf Div,6,8/10/1941 0:00,0,INF,3,,,1,,609,32.05542447,55.87192299
Inf Div,6,8/12/1941 0:00,0,INF,3,,,1,,1319,32.07482593,55.87134741
Inf Div,6,8/14/1941 0:00,0,INF,3,,,1,,1000,32.04672333,55.88885589
Inf Div,6,8/14/1941 0:00,1,INF,3,,,1,,1001,32.27203351,55.74386593
Inf Div,6,8/14/1941 0:00,1,INF,3,,,1,,1002,32.34551337,55.70028138
Inf Div,6,8/18/1941 0:00,0,INF,3,,,1,,744,32.3115942,55.72025281
Inf Div,6,8/18/1941 0:00,0,INF,3,,,1,,745,32.24119369,55.76130955
Inf Div,6,8/18/1941 0:00,0,INF,3,,,1,,746,32.01323583,55.90520135
Inf Div,6,8/20/1941 0:00,0,INF,3,,,1,,1349,32.07233441,55.87215876
Inf Div,6,8/21/1941 0:00,0,INF,3,,,1,,1052,32.03590893,55.89770795
Inf Div,6,8/23/1941 0:00,0,INF,3,,,1,,1384,32.07090532,55.87550415
Inf Div,6,8/24/1941 0:00,0,INF,3,,,1,,852,32.03726796,55.89759662
Inf Div,6,9/2/1941 0:00,0,INF,3,,,1,,777,32.00152805,55.88691882
Inf Div,6,9/4/1941 0:00,0,INF,3,,,1,,1427,32.02723442,55.88406184
Inf Div,6,9/6/1941 0:00,0,INF,3,,,1,,1086,32.10061183,55.83526463
Inf Div,6,9/8/1941 0:00,1,INF,3,,,1,,1460,32.24864066,55.74214253
