MDY,SubType,POINT_X,POINT_Y
7/15/1941,PzDiv,31.76906503,54.01557853
7/16/1941,PzDiv,31.92864376,54.15403567
7/17/1941,PzDiv,32.22905759,54.25964017
7/19/1941,PzDiv,32.9262936,54.53879476
7/20/1941,PzDiv,33.12882214,54.58395301
7/22/1941,PzDiv,33.16282661,54.57131013
7/24/1941,PzDiv,33.18559361,54.535214100000005
7/26/1941,PzDiv,33.18346081,54.52278247
7/27/1941,PzDiv,33.19438305,54.48642106
7/29/1941,PzDiv,33.18655722,54.50127334
7/30/1941,PzDiv,33.16901954,54.46459478
8/1/1941,PzDiv,33.186359700000004,54.49958384
8/2/1941,PzDiv,33.10080882,54.46111747
8/4/1941,PzDiv,33.03348978,54.56581098
8/6/1941,PzDiv,32.99700421,54.44676471
8/6/1941,PzDiv,33.04619236,54.54980112
8/10/1941,PzDiv,33.01809726,54.54730257
8/12/1941,PzDiv,33.01878211,54.56345177
8/12/1941,PzDiv,33.03205659,54.40936263
8/14/1941,PzDiv,32.90273353,54.46614044
8/18/1941,PzDiv,32.91688019,54.50496044
8/18/1941,PzDiv,33.00059287,54.40404892
8/18/1941,PzDiv,33.02604812,54.43275998
8/20/1941,PzDiv,33.03380403,54.42406661
8/20/1941,PzDiv,32.93189515,54.49332922
8/21/1941,PzDiv,32.90710263,54.4975346
8/23/1941,PzDiv,32.24870464,54.34855181
8/24/1941,PzDiv,32.25127295,54.35688452
9/2/1941,PzDiv,32.47664859,54.40005797
9/2/1941,PzDiv,33.06283869,54.25253029
9/4/1941,PzDiv,32.80501776,54.56635058
9/6/1941,PzDiv,32.32656785,54.377849600000005
9/8/1941,PzDiv,32.4310006,54.33079052
9/10/1941,PzDiv,32.43584022,54.22671989
7/24/1941,PzDiv,32.26886631,55.05813802
8/10/1941,PzDiv,32.74795246,54.60671321
7/11/1941,PzDiv,30.26902764,54.81945215
7/12/1941,PzDiv,30.34641866,54.90343986
7/13/1941,PzDiv,30.68833393,54.90920139999999
7/15/1941,PzDiv,30.86807536,54.96136271
7/16/1941,PzDiv,30.88207054,54.98012866
7/17/1941,PzDiv,30.9354843,54.977636100000005
7/17/1941,PzDiv,31.47399594,55.20264941
7/19/1941,PzDiv,31.26868269,55.15807682
7/20/1941,PzDiv,32.4547443,55.15329748
7/20/1941,PzDiv,31.62752583,55.21514999
7/22/1941,PzDiv,31.67879593,55.10556879999999
7/24/1941,PzDiv,32.7341018,55.23260537
7/26/1941,PzDiv,32.79689925,55.18912355
7/27/1941,PzDiv,32.79098134,55.19201949
7/29/1941,PzDiv,32.78088508,55.21367079
7/30/1941,PzDiv,32.81245781,55.21925559
8/1/1941,PzDiv,32.79221527,55.20206677
8/2/1941,PzDiv,32.77605978,55.21987883
8/4/1941,PzDiv,32.76688413,55.16261904
8/6/1941,PzDiv,32.79060127,55.19271583
8/10/1941,PzDiv,32.24840728,55.07571808
8/12/1941,PzDiv,32.24214791,55.0880296
8/14/1941,PzDiv,32.2588673,55.05078701
8/18/1941,PzDiv,30.07214479,55.3742994
8/21/1941,PzDiv,28.66168372,56.80130791
7/17/1941,PzDiv,29.72922942,56.00752296
8/14/1941,PzDiv,31.41609122,56.02864679
7/11/1941,PzDiv,30.20495959,54.45483231
7/12/1941,PzDiv,30.29642436,54.493536
7/15/1941,PzDiv,30.56715354,54.53270828
7/16/1941,PzDiv,30.86969651,54.563783900000004
